id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste
500683,Company_64,2021-07-22,2021-11-14,2022-02-21,22348,9396,12952
500684,Company_64,2022-02-14,2022-04-29,2022-08-14,13449,11115,2334
500685,Company_64,2020-08-21,2020-11-04,2021-03-15,5129,3302,1827
500686,Company_64,2023-05-17,2023-06-30,2023-08-07,13883,2749,11134
500687,Company_65,2022-03-23,2022-06-09,2022-08-31,2515,1578,937
500688,Company_65,2022-03-21,2022-05-24,2022-07-06,7120,1597,5523
500689,Company_65,2020-08-31,2020-10-06,2021-03-09,15567,11998,3569
500690,Company_65,2021-08-08,2021-09-08,2022-03-19,5030,603,4427
500691,Company_65,2022-06-18,2022-07-19,2022-12-26,24436,11639,12797
500692,Company_65,2021-01-02,2021-02-03,2021-02-05,22752,11214,11538
500693,Company_65,2020-08-17,2020-09-07,2020-11-09,5176,4838,338
500694,Company_65,2021-09-05,2021-10-14,2022-03-28,11729,1050,10679
500695,Company_65,2023-02-26,2023-05-30,2023-09-09,6802,6411,391
500696,Company_65,2022-12-18,2023-01-26,2023-05-19,17875,2317,15558
500697,Company_65,2021-11-28,2022-01-19,2022-02-12,1210,990,220
500698,Company_65,2023-08-18,2023-09-26,2023-11-29,12404,8781,3623
500699,Company_65,2021-08-04,2021-10-28,2022-01-18,15555,5593,9962
500700,Company_65,2021-04-06,2021-06-18,2021-07-05,21379,19045,2334
500701,Company_65,2021-03-17,2021-06-26,2022-01-10,16425,7296,9129
500702,Company_65,2020-09-28,2020-12-24,2021-06-04,20840,19937,903
500703,Company_65,2023-08-21,2023-09-18,2024-03-25,15204,4482,10722
500704,Company_66,2023-04-14,2023-04-24,2023-05-08,7137,6426,711
500705,Company_66,2022-09-07,2022-09-19,2022-10-18,11507,6680,4827
500706,Company_66,2023-03-09,2023-07-02,2023-12-15,11529,4236,7293
500707,Company_67,2020-01-19,2020-04-08,2020-10-20,5758,3841,1917
500708,Company_67,2021-02-07,2021-03-03,2021-04-29,12163,1546,10617
500709,Company_67,2023-11-09,2024-01-13,2024-01-19,2952,2517,435
500710,Company_67,2022-11-25,2022-12-23,2023-01-27,20044,8488,11556
500711,Company_67,2021-06-11,2021-07-31,2022-01-25,9914,7182,2732
500712,Company_67,2020-04-29,2020-06-24,2020-11-13,21804,12355,9449
500713,Company_67,2024-02-03,2024-03-19,2024-07-13,17952,97,17855
500714,Company_67,2023-06-19,2023-07-24,2024-01-09,15189,403,14786
500715,Company_67,2022-05-07,2022-08-31,2022-09-12,11458,2553,8905
500716,Company_67,2022-04-04,2022-06-27,2022-09-24,4252,1265,2987
500717,Company_67,2020-03-28,2020-07-14,2020-07-21,24867,11972,12895
500718,Company_67,2022-10-21,2022-12-13,2023-06-25,8871,1444,7427
500719,Company_67,2023-10-30,2024-02-07,2024-04-16,1047,512,535
500720,Company_67,2024-01-28,2024-04-06,2024-05-07,6497,242,6255
500721,Company_67,2023-05-11,2023-08-06,2023-08-30,1170,1010,160
500722,Company_68,2020-02-18,2020-03-17,2020-04-20,24453,14068,10385
500723,Company_68,2023-07-29,2023-09-13,2024-02-11,14937,10521,4416
500724,Company_68,2023-06-19,2023-07-09,2024-01-15,23604,2556,21048
500725,Company_68,2022-04-28,2022-07-24,2022-12-31,24579,11049,13530
500726,Company_68,2023-01-10,2023-03-17,2023-09-04,2034,2008,26
500727,Company_68,2021-10-20,2022-01-16,2022-06-18,1408,1069,339
500728,Company_68,2021-11-27,2022-01-15,2022-07-04,16542,5908,10634
500729,Company_68,2020-02-19,2020-05-27,2020-10-11,18672,4773,13899
500730,Company_68,2021-01-04,2021-02-23,2021-05-18,20114,14825,5289
500731,Company_68,2022-06-20,2022-07-21,2022-11-29,15590,14678,912
500732,Company_68,2021-08-17,2021-08-30,2022-01-17,2444,1663,781
500733,Company_68,2021-09-21,2021-12-11,2022-05-11,8215,4544,3671
500734,Company_68,2021-11-24,2022-03-06,2022-03-28,2470,896,1574
500735,Company_68,2023-05-16,2023-07-01,2024-01-11,7045,933,6112
500736,Company_68,2021-08-20,2021-09-22,2021-12-13,3399,2309,1090
500737,Company_68,2022-01-21,2022-05-03,2022-10-04,16498,4386,12112
500738,Company_69,2021-06-05,2021-08-28,2021-12-18,23956,4920,19036
500739,Company_69,2022-10-25,2022-11-15,2023-01-27,24593,19964,4629
500740,Company_69,2023-03-30,2023-07-05,2023-09-30,16682,11088,5594
500741,Company_69,2022-02-11,2022-04-17,2022-09-17,17798,3657,14141
500742,Company_69,2022-02-07,2022-03-22,2022-04-21,11599,9817,1782
500743,Company_69,2021-10-03,2021-12-08,2022-06-19,22138,4028,18110
500744,Company_69,2023-07-16,2023-09-01,2023-12-17,14788,3888,10900
500745,Company_69,2021-10-27,2022-01-10,2022-05-20,20540,13358,7182
500746,Company_69,2020-07-27,2020-10-20,2021-01-12,2675,1127,1548
500747,Company_70,2022-12-30,2023-02-14,2023-05-19,20618,15797,4821
500748,Company_70,2020-09-22,2020-10-05,2021-03-25,20263,7500,12763
500749,Company_71,2023-11-10,2023-11-26,2024-03-16,7006,2632,4374
500750,Company_71,2020-07-01,2020-10-01,2021-04-18,6142,4024,2118
500751,Company_71,2021-01-13,2021-04-29,2021-05-12,9249,4302,4947
500752,Company_71,2021-10-04,2022-01-17,2022-04-16,15921,8120,7801
500753,Company_71,2020-08-14,2020-09-12,2021-01-08,13218,2014,11204
500754,Company_71,2020-06-21,2020-07-03,2020-08-25,9808,9108,700
500755,Company_71,2021-04-16,2021-06-09,2021-08-28,19791,16343,3448
500756,Company_71,2020-03-07,2020-05-05,2020-06-18,22831,6897,15934
500757,Company_71,2020-03-06,2020-03-18,2020-06-10,14744,3928,10816
500758,Company_71,2020-05-10,2020-07-01,2020-11-13,14675,6296,8379
500759,Company_71,2020-02-03,2020-05-19,2020-07-26,9471,939,8532
500760,Company_71,2022-05-27,2022-07-22,2022-09-19,13345,6919,6426
500761,Company_71,2020-07-01,2020-10-22,2020-11-20,2466,1107,1359
500762,Company_71,2021-07-22,2021-11-08,2021-12-21,3804,2534,1270
500763,Company_71,2021-01-29,2021-04-01,2021-09-22,7634,5589,2045
500764,Company_71,2021-12-18,2022-01-17,2022-07-13,17542,14251,3291
500765,Company_71,2023-02-11,2023-06-09,2023-08-06,13844,8558,5286
500766,Company_72,2021-10-06,2022-01-27,2022-03-12,24578,20171,4407
500767,Company_72,2024-01-28,2024-03-01,2024-07-23,1559,1261,298
500768,Company_73,2020-12-02,2021-02-05,2021-06-14,6755,720,6035
500769,Company_73,2020-02-24,2020-03-30,2020-07-02,14895,10785,4110
500770,Company_73,2021-04-11,2021-06-03,2021-10-10,13405,11685,1720
500771,Company_73,2022-09-16,2022-10-21,2022-12-24,2946,1530,1416
500772,Company_73,2020-07-22,2020-10-28,2021-03-17,22283,17248,5035
500773,Company_73,2020-07-17,2020-08-14,2021-01-20,15493,14111,1382
500774,Company_73,2023-06-17,2023-10-11,2024-04-26,940,586,354
500775,Company_74,2023-12-27,2024-02-23,2024-06-24,10951,4182,6769
500776,Company_74,2020-12-20,2021-03-18,2021-07-06,4284,3546,738
500777,Company_74,2023-01-19,2023-04-11,2023-05-20,3046,420,2626
500778,Company_74,2022-07-16,2022-08-16,2022-10-21,9778,39,9739
500779,Company_75,2021-07-05,2021-11-01,2022-05-07,15351,4057,11294
500780,Company_75,2022-09-20,2022-12-31,2023-03-03,10492,4960,5532
500781,Company_75,2021-01-12,2021-02-20,2021-04-08,10822,2672,8150
500782,Company_75,2022-09-02,2022-10-12,2022-11-01,24306,17025,7281
500783,Company_76,2022-10-18,2022-11-07,2023-02-23,12785,8058,4727
500784,Company_76,2022-02-10,2022-02-21,2022-02-22,22214,1452,20762
500785,Company_76,2020-12-24,2021-03-27,2021-04-12,5882,2178,3704
500786,Company_76,2020-02-19,2020-06-02,2020-09-03,23312,22291,1021
500787,Company_77,2022-07-14,2022-09-18,2023-03-13,15148,12897,2251
500788,Company_77,2022-07-16,2022-10-17,2023-01-15,23842,9825,14017
500789,Company_77,2021-04-19,2021-06-22,2021-08-25,14291,13487,804
500790,Company_78,2021-04-16,2021-07-25,2021-09-10,24882,1159,23723
500791,Company_78,2020-02-25,2020-04-04,2020-08-15,13038,5610,7428
500792,Company_78,2021-09-20,2021-11-13,2022-03-07,5010,950,4060
500793,Company_78,2023-02-15,2023-02-26,2023-06-02,4970,3223,1747
500794,Company_78,2022-11-15,2023-01-19,2023-02-07,7151,2877,4274
500795,Company_78,2023-08-04,2023-10-17,2024-03-06,3878,3008,870
500796,Company_79,2022-12-29,2023-02-22,2023-03-11,23924,4170,19754
500797,Company_79,2022-04-25,2022-06-27,2022-11-02,12725,990,11735
500798,Company_79,2021-01-21,2021-02-04,2021-02-08,7698,7534,164
500799,Company_79,2020-05-15,2020-06-11,2020-06-29,5646,3962,1684
500800,Company_79,2022-12-06,2023-04-02,2023-07-09,22478,7751,14727
500801,Company_79,2021-11-22,2021-12-31,2022-05-12,18272,11375,6897
500802,Company_79,2021-11-25,2022-02-01,2022-03-10,9174,2219,6955
500803,Company_79,2023-03-18,2023-07-13,2023-08-25,7599,1640,5959
500804,Company_79,2022-12-08,2022-12-20,2023-06-23,13848,2454,11394
500805,Company_79,2020-04-16,2020-05-27,2020-10-12,7072,4887,2185
500806,Company_79,2023-09-11,2023-10-19,2024-03-30,18618,17019,1599
500807,Company_79,2023-02-15,2023-03-09,2023-08-04,23376,21361,2015
500808,Company_79,2022-03-16,2022-06-22,2022-09-08,4846,2877,1969
500809,Company_79,2021-12-25,2022-01-28,2022-07-19,4931,2215,2716
500810,Company_79,2023-07-23,2023-08-19,2023-12-15,5914,3913,2001
500811,Company_79,2020-03-08,2020-05-22,2020-07-26,5870,5663,207
500812,Company_79,2022-11-28,2023-01-22,2023-07-07,3436,1982,1454
500813,Company_79,2023-10-30,2023-12-31,2024-05-12,17858,9641,8217
500814,Company_79,2020-01-05,2020-04-23,2020-10-07,6653,1992,4661
500815,Company_80,2023-07-27,2023-08-11,2023-12-09,18751,6421,12330
500816,Company_80,2020-03-17,2020-06-20,2020-07-25,3620,1703,1917
500817,Company_80,2022-01-12,2022-02-06,2022-06-19,5521,1653,3868
500818,Company_80,2023-02-24,2023-04-15,2023-08-24,16696,13565,3131
500819,Company_80,2024-01-13,2024-02-04,2024-06-29,12096,8926,3170
500820,Company_80,2021-11-06,2022-03-01,2022-09-13,10200,2936,7264
500821,Company_80,2023-08-21,2023-11-04,2024-02-16,8241,7605,636
500822,Company_80,2023-05-13,2023-08-16,2023-09-16,15194,5328,9866
500823,Company_80,2021-04-26,2021-08-01,2021-11-10,17386,6016,11370
500824,Company_80,2022-06-09,2022-08-12,2022-11-20,17548,11372,6176
500825,Company_80,2023-03-22,2023-05-07,2023-08-14,7610,390,7220
500826,Company_80,2023-09-22,2023-10-19,2024-04-02,23077,5891,17186
500827,Company_80,2021-04-27,2021-07-27,2022-01-31,19460,7528,11932
500828,Company_81,2023-02-21,2023-04-01,2023-08-03,11312,2778,8534
500829,Company_81,2022-05-05,2022-08-08,2022-10-01,6253,3519,2734
500830,Company_81,2022-03-01,2022-03-31,2022-06-09,17805,4404,13401
500831,Company_81,2023-11-26,2024-02-04,2024-02-08,10123,3887,6236
500832,Company_81,2022-07-04,2022-10-04,2022-11-01,4261,2372,1889
500833,Company_81,2023-01-09,2023-01-28,2023-03-19,19513,11731,7782
500834,Company_81,2023-03-10,2023-04-28,2023-08-26,8113,5706,2407
500835,Company_81,2021-02-06,2021-04-16,2021-07-10,5345,2252,3093
500836,Company_81,2020-10-08,2020-12-17,2021-01-11,18427,15260,3167
500837,Company_81,2020-05-29,2020-06-16,2020-10-10,22539,10711,11828
500838,Company_81,2023-08-16,2023-09-04,2024-01-07,13119,1996,11123
500839,Company_82,2021-07-21,2021-10-04,2021-12-14,15157,14139,1018
500840,Company_82,2022-06-05,2022-09-13,2022-10-25,11321,2905,8416
500841,Company_82,2022-05-26,2022-09-09,2023-02-01,20293,18880,1413
500842,Company_82,2023-12-20,2024-03-07,2024-08-08,24772,1024,23748
500843,Company_82,2021-02-22,2021-03-07,2021-05-26,8078,6654,1424
500844,Company_82,2022-05-28,2022-09-10,2023-02-14,16637,4798,11839
500845,Company_82,2023-06-24,2023-07-21,2023-10-27,11951,11797,154
500846,Company_82,2022-08-09,2022-11-29,2023-04-15,7565,5055,2510
500847,Company_82,2021-05-09,2021-08-17,2021-11-24,8761,7802,959
500848,Company_82,2022-09-20,2022-11-06,2023-04-16,21606,13996,7610
500849,Company_82,2021-01-23,2021-05-03,2021-09-16,24328,18911,5417
500850,Company_82,2022-11-23,2023-01-30,2023-04-28,11364,4488,6876
500851,Company_82,2020-02-19,2020-06-10,2020-08-16,4610,4160,450
500852,Company_82,2023-02-05,2023-04-04,2023-08-16,19469,4672,14797
500853,Company_82,2021-07-15,2021-11-03,2022-03-27,1378,1178,200
500854,Company_82,2023-12-16,2024-02-01,2024-07-24,14264,3868,10396
500855,Company_82,2020-10-10,2020-12-08,2021-02-11,17587,4814,12773
500856,Company_83,2021-09-27,2021-12-03,2022-04-12,6077,2732,3345
500857,Company_83,2020-02-23,2020-05-03,2020-10-06,22197,17383,4814
500858,Company_83,2022-02-20,2022-06-18,2022-08-04,3341,2682,659
500859,Company_83,2023-06-30,2023-09-09,2024-02-16,23877,10275,13602
500860,Company_83,2023-11-16,2023-12-02,2024-05-09,23448,19135,4313
500861,Company_83,2021-01-13,2021-02-09,2021-04-07,6260,3302,2958
500862,Company_83,2022-10-31,2022-12-30,2023-02-21,7339,1365,5974
500863,Company_83,2022-09-11,2022-12-06,2022-12-11,3871,1126,2745
500864,Company_83,2021-12-23,2022-01-13,2022-06-15,8520,4649,3871
500865,Company_83,2020-12-07,2021-03-22,2021-06-22,17060,10296,6764
500866,Company_83,2022-10-04,2022-12-02,2023-04-19,23179,13281,9898
500867,Company_83,2023-12-05,2024-02-01,2024-03-28,18066,2548,15518
500868,Company_83,2022-04-08,2022-06-28,2022-11-06,13683,4860,8823
500869,Company_83,2021-09-16,2021-12-06,2022-06-08,5987,3220,2767
500870,Company_84,2024-02-03,2024-04-07,2024-10-11,14652,10475,4177
500871,Company_84,2021-02-11,2021-02-23,2021-08-11,10679,2331,8348
500872,Company_84,2020-06-16,2020-08-11,2021-02-08,993,866,127
500873,Company_84,2020-03-29,2020-07-11,2021-01-10,5403,824,4579
500874,Company_84,2023-04-04,2023-06-18,2023-06-30,22400,12056,10344
500875,Company_84,2022-02-28,2022-05-08,2022-06-28,18370,11499,6871
500876,Company_84,2021-11-23,2021-12-08,2022-04-03,19012,12920,6092
500877,Company_84,2023-05-28,2023-09-11,2023-11-21,17539,16295,1244
500878,Company_84,2022-09-14,2022-09-27,2023-03-18,4383,851,3532
500879,Company_84,2022-08-01,2022-08-25,2022-10-26,12183,8449,3734
500880,Company_84,2022-05-16,2022-09-11,2023-02-22,1445,171,1274
500881,Company_84,2021-05-29,2021-06-09,2021-09-16,886,408,478
500882,Company_84,2022-02-22,2022-04-28,2022-07-02,18737,11347,7390
500883,Company_84,2021-08-11,2021-11-12,2022-03-03,4447,207,4240
500884,Company_84,2022-06-10,2022-07-22,2023-01-18,22025,18742,3283
500885,Company_84,2020-08-19,2020-09-14,2020-12-10,4740,2215,2525
500886,Company_84,2022-07-05,2022-09-24,2023-03-18,14221,3507,10714
500887,Company_85,2022-07-29,2022-09-23,2022-10-04,2308,389,1919
500888,Company_85,2021-04-29,2021-07-11,2021-09-17,16136,6608,9528
500889,Company_85,2023-01-08,2023-04-28,2023-06-21,23480,15451,8029
500890,Company_85,2021-05-01,2021-07-14,2021-08-09,3380,2378,1002
500891,Company_85,2023-10-10,2024-01-25,2024-05-21,17874,14656,3218
500892,Company_85,2021-07-18,2021-07-31,2021-11-13,22422,21362,1060
500893,Company_85,2023-02-13,2023-06-09,2023-07-11,20956,13988,6968
500894,Company_85,2021-12-02,2022-01-28,2022-02-15,24568,16778,7790
500895,Company_85,2023-06-16,2023-09-15,2023-10-02,7318,800,6518
500896,Company_85,2022-02-25,2022-05-02,2022-11-10,16245,1012,15233
500897,Company_85,2022-01-08,2022-02-02,2022-04-30,4232,3147,1085
500898,Company_85,2020-04-16,2020-06-20,2020-11-24,20714,3687,17027
500899,Company_85,2020-10-25,2021-02-07,2021-06-27,3661,2086,1575
500900,Company_85,2022-02-02,2022-02-18,2022-03-13,5217,3905,1312
500901,Company_85,2020-12-16,2021-03-30,2021-05-14,9380,1440,7940
500902,Company_85,2020-06-01,2020-08-12,2020-09-05,21360,14323,7037
500903,Company_85,2021-10-17,2022-01-28,2022-08-09,1917,72,1845
500904,Company_85,2023-08-27,2023-10-17,2024-02-18,14543,8235,6308
500905,Company_85,2021-02-15,2021-03-01,2021-08-14,13061,9093,3968
500906,Company_86,2022-05-26,2022-07-22,2023-01-20,3171,2742,429
500907,Company_86,2023-12-06,2024-02-02,2024-02-23,23958,12540,11418
500908,Company_86,2021-10-07,2022-01-14,2022-07-08,22615,1737,20878
500909,Company_86,2021-03-07,2021-04-08,2021-09-08,19172,17322,1850
500910,Company_86,2022-04-21,2022-06-28,2022-07-15,14616,11189,3427
500911,Company_86,2023-08-13,2023-10-15,2024-02-26,7749,4693,3056
500912,Company_86,2022-09-13,2022-11-26,2022-12-27,2699,2610,89
500913,Company_86,2021-08-22,2021-09-05,2021-12-03,4032,510,3522
500914,Company_86,2020-10-20,2020-12-13,2021-04-06,5816,1618,4198
500915,Company_86,2023-05-09,2023-08-24,2024-02-18,4881,2073,2808
500916,Company_86,2023-10-26,2023-11-17,2024-05-26,16224,9174,7050
500917,Company_86,2023-02-21,2023-04-02,2023-08-16,16010,15244,766
500918,Company_86,2020-12-22,2021-04-05,2021-06-25,16812,2260,14552
500919,Company_86,2022-03-20,2022-06-29,2022-07-17,19290,14712,4578
500920,Company_86,2020-12-21,2021-04-16,2021-07-18,9151,8386,765
500921,Company_86,2023-12-12,2024-02-29,2024-06-25,19365,11595,7770
500922,Company_87,2023-04-29,2023-06-05,2023-08-10,24124,21129,2995
500923,Company_87,2020-05-09,2020-09-03,2021-02-21,6751,2938,3813
500924,Company_87,2023-08-27,2023-10-26,2023-11-21,10302,5518,4784
500925,Company_87,2020-10-09,2020-11-30,2021-01-08,13111,2411,10700
500926,Company_88,2020-01-23,2020-02-08,2020-05-14,7784,3019,4765
500927,Company_88,2022-11-24,2022-12-18,2023-01-26,9807,129,9678
500928,Company_88,2021-03-25,2021-05-14,2021-10-07,15109,14308,801
500929,Company_88,2021-07-21,2021-08-09,2022-01-10,14191,8931,5260
500930,Company_89,2022-08-29,2022-11-01,2023-01-10,15165,5811,9354
500931,Company_89,2022-03-18,2022-06-19,2022-08-24,12333,5767,6566
500932,Company_89,2020-11-30,2020-12-20,2021-01-20,20573,12262,8311
500933,Company_89,2021-01-13,2021-03-20,2021-06-07,19884,16556,3328
500934,Company_89,2023-05-30,2023-07-26,2023-09-01,13177,9576,3601
500935,Company_89,2021-09-02,2021-12-30,2022-01-18,5716,5016,700
500936,Company_89,2021-11-21,2022-03-20,2022-06-20,5376,3652,1724
500937,Company_89,2022-11-16,2022-12-14,2023-04-28,10454,1217,9237
500938,Company_89,2023-09-03,2023-12-31,2024-01-22,20736,20067,669
500939,Company_89,2022-12-22,2023-02-23,2023-06-17,8175,874,7301
500940,Company_89,2022-06-08,2022-09-14,2022-11-14,1391,798,593
500941,Company_89,2022-09-17,2022-11-03,2023-02-18,21908,21774,134
500942,Company_89,2022-07-26,2022-11-22,2022-12-18,8825,5183,3642
500943,Company_89,2021-07-30,2021-10-21,2021-11-03,9652,5029,4623
500944,Company_89,2024-01-05,2024-04-05,2024-10-14,12476,7227,5249
500945,Company_89,2023-06-15,2023-08-22,2023-08-25,2423,199,2224
500946,Company_90,2022-06-04,2022-08-02,2022-12-03,14120,11455,2665
500947,Company_90,2022-10-30,2023-02-22,2023-03-16,13251,7648,5603
500948,Company_90,2022-04-06,2022-05-26,2022-06-05,6794,4097,2697
500949,Company_90,2022-06-23,2022-10-02,2022-11-05,24645,64,24581
500950,Company_90,2020-11-03,2021-01-31,2021-05-18,12400,3426,8974
500951,Company_90,2023-09-20,2023-11-14,2024-05-16,24496,1855,22641
500952,Company_90,2020-06-03,2020-06-22,2020-10-21,21340,6225,15115
500953,Company_90,2023-02-15,2023-05-08,2023-10-12,19744,19546,198
500954,Company_90,2023-06-28,2023-10-08,2024-01-04,17450,6233,11217
500955,Company_90,2021-12-19,2022-01-07,2022-06-30,10209,9550,659
500956,Company_90,2023-09-09,2023-12-29,2024-03-29,24452,8870,15582
500957,Company_90,2023-05-21,2023-07-09,2023-10-06,24458,14780,9678
500958,Company_90,2022-11-22,2023-01-28,2023-05-02,5105,4876,229
500959,Company_90,2022-08-28,2022-10-29,2023-03-10,15292,10243,5049
500960,Company_91,2022-03-08,2022-05-17,2022-08-21,22711,3756,18955
500961,Company_91,2022-10-15,2023-01-26,2023-04-16,23729,9916,13813
500962,Company_91,2021-01-25,2021-05-17,2021-09-06,24592,23311,1281
500963,Company_91,2020-04-19,2020-05-19,2020-12-03,20071,3143,16928
500964,Company_91,2023-10-12,2023-11-04,2024-01-09,1830,1420,410
500965,Company_91,2023-10-27,2023-11-20,2024-03-17,19382,7250,12132
500966,Company_91,2020-02-25,2020-05-19,2020-06-10,9094,8352,742
500967,Company_91,2021-08-14,2021-09-25,2021-11-25,20903,6744,14159
500968,Company_91,2021-12-28,2022-02-12,2022-03-09,4235,177,4058
500969,Company_91,2021-08-22,2021-09-17,2021-11-09,5993,1451,4542
500970,Company_91,2020-04-25,2020-07-20,2020-08-17,5469,69,5400
500971,Company_91,2023-10-10,2023-11-10,2024-04-16,8460,5345,3115
500972,Company_91,2024-02-02,2024-03-29,2024-10-03,22280,21771,509
500973,Company_91,2022-08-23,2022-10-25,2023-01-18,3665,925,2740
500974,Company_91,2020-03-10,2020-06-16,2020-11-23,16341,15496,845
500975,Company_91,2022-01-13,2022-01-24,2022-02-13,1678,953,725
500976,Company_91,2021-02-16,2021-04-06,2021-06-05,4774,1628,3146
500977,Company_91,2020-02-11,2020-02-25,2020-06-20,11383,5292,6091
500978,Company_91,2021-10-22,2021-11-30,2022-03-20,10477,8829,1648
500979,Company_92,2021-02-15,2021-05-13,2021-11-26,15982,6915,9067
500980,Company_92,2023-12-24,2024-02-07,2024-03-27,15105,9481,5624
500981,Company_92,2022-12-16,2023-03-06,2023-05-24,11154,6554,4600
500982,Company_92,2023-04-26,2023-08-21,2024-03-02,14824,2062,12762
500983,Company_92,2023-02-12,2023-05-21,2023-09-29,3814,142,3672
500984,Company_92,2023-06-19,2023-06-30,2023-12-16,1225,151,1074
500985,Company_92,2021-04-11,2021-06-15,2021-09-13,6780,5982,798
500986,Company_92,2021-10-06,2021-11-18,2022-01-21,3247,1321,1926
500987,Company_92,2021-01-22,2021-02-06,2021-07-16,5644,198,5446
500988,Company_92,2020-12-16,2021-04-09,2021-07-10,10192,7912,2280
500989,Company_92,2023-12-29,2024-02-29,2024-09-15,15177,13434,1743
500990,Company_93,2021-05-22,2021-07-08,2021-09-14,1693,134,1559
500991,Company_93,2023-09-08,2023-12-05,2024-03-12,13177,7389,5788
500992,Company_93,2020-01-26,2020-04-08,2020-05-27,21499,19656,1843
500993,Company_93,2021-10-11,2021-12-14,2022-03-04,6524,3894,2630
500994,Company_93,2020-09-12,2020-09-23,2021-01-19,19204,16952,2252
500995,Company_93,2023-04-07,2023-06-03,2023-08-17,3785,477,3308
500996,Company_94,2022-02-24,2022-05-23,2022-07-18,8819,1160,7659
500997,Company_94,2020-12-28,2021-02-21,2021-03-17,2021,1488,533
500998,Company_94,2023-08-15,2023-11-15,2024-05-02,9071,8874,197
500999,Company_94,2022-01-26,2022-02-07,2022-07-04,11059,6183,4876
501000,Company_94,2021-11-09,2022-03-04,2022-07-05,4852,2454,2398
501001,Company_94,2020-03-15,2020-05-13,2020-07-17,3011,1059,1952
501002,Company_94,2022-03-15,2022-05-13,2022-05-19,19963,10150,9813
501003,Company_94,2023-01-20,2023-05-04,2023-11-04,10770,10172,598
501004,Company_94,2020-08-31,2020-12-17,2021-02-05,15415,12850,2565
501005,Company_94,2021-07-01,2021-09-02,2021-12-29,23855,398,23457
501006,Company_94,2020-12-29,2021-01-10,2021-02-22,18560,16675,1885
501007,Company_94,2020-04-29,2020-08-26,2020-09-09,14015,1338,12677
501008,Company_94,2023-11-26,2024-02-02,2024-08-04,7824,3157,4667
501009,Company_94,2023-10-07,2023-12-23,2024-01-14,14544,11050,3494
501010,Company_94,2023-04-27,2023-08-04,2024-02-15,15513,10650,4863
501011,Company_94,2023-03-08,2023-05-09,2023-08-13,22025,11273,10752
501012,Company_95,2023-02-05,2023-03-24,2023-05-10,8437,280,8157
501013,Company_95,2022-07-13,2022-08-27,2022-12-17,23943,6736,17207
501014,Company_95,2021-09-17,2021-12-30,2022-02-25,24983,5399,19584
501015,Company_95,2022-06-21,2022-10-13,2022-10-14,21768,449,21319
501016,Company_96,2020-04-26,2020-06-28,2020-09-27,15043,6300,8743
501017,Company_96,2022-09-03,2022-12-17,2023-03-04,8322,1336,6986
501018,Company_96,2022-03-06,2022-04-14,2022-07-11,12209,10157,2052
501019,Company_96,2021-02-05,2021-05-03,2021-11-13,13849,4973,8876
501020,Company_96,2022-11-12,2022-12-04,2023-03-13,1343,1212,131
501021,Company_96,2023-12-21,2024-01-22,2024-07-24,21744,19287,2457
501022,Company_96,2020-03-12,2020-06-30,2020-08-09,8632,1714,6918
501023,Company_96,2020-10-13,2020-12-18,2021-06-05,11220,11105,115
501024,Company_96,2021-08-24,2021-10-20,2022-03-09,6595,131,6464
501025,Company_96,2023-08-03,2023-11-13,2023-12-09,7241,3712,3529
501026,Company_96,2023-03-19,2023-06-10,2023-09-02,23634,16685,6949
501027,Company_96,2021-03-01,2021-04-14,2021-07-12,20744,2798,17946
501028,Company_96,2020-02-16,2020-05-13,2020-06-13,8460,8238,222
501029,Company_96,2022-10-30,2022-12-13,2023-05-26,5447,1276,4171
501030,Company_96,2021-01-20,2021-02-13,2021-07-03,13578,3628,9950
501031,Company_96,2020-09-06,2020-12-06,2020-12-12,7383,3657,3726
501032,Company_97,2022-04-21,2022-08-06,2022-10-02,18484,9491,8993
501033,Company_97,2022-12-11,2023-02-19,2023-07-21,16376,7537,8839
501034,Company_97,2023-07-08,2023-08-12,2023-11-19,18473,218,18255
501035,Company_97,2022-07-22,2022-08-16,2022-10-13,9012,5566,3446
501036,Company_97,2021-08-01,2021-10-19,2021-12-02,10238,10014,224
501037,Company_97,2020-11-20,2021-01-02,2021-07-15,23769,14598,9171
501038,Company_97,2024-01-19,2024-04-18,2024-09-20,9400,5998,3402
501039,Company_97,2021-04-13,2021-06-09,2021-06-11,1208,1161,47
501040,Company_97,2022-08-20,2022-11-01,2023-01-03,7157,949,6208
501041,Company_97,2022-10-19,2022-12-07,2023-03-22,24676,3121,21555
501042,Company_97,2020-03-31,2020-06-21,2020-12-18,7448,3919,3529
501043,Company_97,2021-06-30,2021-08-20,2021-08-30,13904,4192,9712
501044,Company_98,2023-03-30,2023-04-20,2023-05-03,19946,19051,895
501045,Company_98,2022-08-26,2022-09-11,2022-11-22,18730,7618,11112
501046,Company_98,2021-10-01,2021-10-20,2022-03-03,24991,3272,21719
501047,Company_98,2023-05-23,2023-07-27,2023-09-13,9045,6429,2616
501048,Company_98,2020-01-18,2020-02-26,2020-03-29,5167,2277,2890
501049,Company_98,2022-03-17,2022-04-24,2022-05-06,4821,4283,538
501050,Company_98,2020-10-29,2021-01-16,2021-07-27,18867,2559,16308
501051,Company_98,2022-09-14,2022-09-25,2022-11-08,5667,2797,2870
501052,Company_98,2021-06-14,2021-10-04,2021-11-09,1503,579,924
